Actual_RUL,Predicted_RUL,Residual
8155.999999999995,7649.365,506.63476562499545
8154.999999999998,8029.079,125.92089843749818
8153.999999999999,7886.315,267.6850585937491
8152.999999999994,7776.0244,376.97558593749363
8152.000000000002,7801.669,350.3310546875018
8150.999999999996,7834.2627,316.73730468749636
8150.0000000000055,7802.3687,347.63134765625546
8148.999999999995,7911.395,237.60498046874545
8148.000000000002,7851.3853,296.6147460937518
8146.999999999998,7900.8076,246.19238281249818
8145.999999999998,7667.8467,478.1533203124982
8145.0,7706.6846,438.3154296875
8143.9999999999945,7624.1777,519.8222656249945
8143.000000000001,7859.0796,283.9204101562509
8142.0000000000055,7802.108,339.89208984375546
8141.0000000000055,7986.3765,154.62353515625546
8139.9999999999945,7797.8228,342.17724609374454
8139.000000000006,7740.4756,398.52441406250637
8138.0,7856.112,281.88818359375
8137.000000000002,7923.795,213.20507812500182
8135.999999999994,7805.9414,330.05859374999363
8134.9999999999945,8032.0737,102.92626953124454
8133.9999999999945,7454.448,679.5517578124945
8133.0000000000055,7487.469,645.5307617187555
8131.999999999997,7411.365,720.6347656249973
8131.000000000004,7519.5605,611.4394531250036
8130.000000000002,7340.2065,789.7934570312518
8129.0000000000055,7474.3687,654.6313476562555
8127.999999999998,7250.01,877.9902343749982
8127.000000000004,7547.2964,579.7036132812536
8125.999999999997,7408.7505,717.2495117187473
8124.999999999997,7495.136,629.8637695312473
8124.000000000001,7364.2666,759.7333984375009
8123.000000000004,7335.0835,787.9165039062536
8121.999999999999,7369.1567,752.8432617187491
8121.0000000000055,7554.001,566.9990234375055
8120.000000000007,7420.214,699.7861328125073
8119.000000000002,7482.8643,636.1357421875018
8117.999999999998,7482.2363,635.7636718749982
8117.000000000001,7495.1074,621.8925781250009
8115.999999999997,7919.866,196.13378906249727
8115.000000000001,7550.6514,564.3486328125009
8113.999999999993,7495.458,618.5419921874927
8112.999999999994,7292.2173,820.7827148437436
8111.999999999994,8074.135,37.86523437499363
8111.0000000000055,7442.279,668.7211914062555
8109.999999999999,7475.738,634.2622070312491
8108.999999999996,7249.111,859.8891601562464
8108.000000000004,7477.7773,630.2226562500036
8107.000000000007,7640.9727,466.0273437500073
8106.000000000006,7579.984,526.0161132812564
8104.999999999997,7465.9824,639.0175781249973
8104.000000000002,7341.1655,762.8344726562518
8102.999999999994,7340.4585,762.5415039062436
8102.000000000004,7570.4536,531.5463867187536
8101.0,7348.6826,752.3173828125
8100.000000000006,7304.9634,795.0366210937564
8098.999999999999,7642.3574,456.6425781249991
8097.999999999996,7546.418,551.5820312499964
8096.999999999996,7401.151,695.8491210937464
8095.999999999996,7392.3247,703.6752929687464
8095.000000000005,7272.685,822.3149414062545
8093.999999999996,7420.4336,673.5664062499964
8093.000000000002,7136.817,956.1831054687518
8092.000000000006,7308.8037,783.1962890625064
8091.000000000004,7408.376,682.6240234375036
8090.000000000003,7247.2373,842.7626953125027
8089.0000000000055,7204.307,884.6928710937555
8087.999999999999,7227.2393,860.7607421874991
8086.999999999996,7465.4414,621.5585937499964
8086.000000000005,7259.3164,826.6835937500045
8085.000000000003,7333.3906,751.6093750000027
8084.000000000007,7412.284,671.7158203125073
8083.000000000004,7368.8267,714.1733398437536
8082.000000000004,7312.625,769.3750000000036
8081.000000000001,7253.7583,827.2416992187509
8080.000000000001,7159.876,920.1240234375009
8079.0000000000055,7308.5107,770.4892578125055
8078.000000000001,7295.7725,782.2275390625009
8076.999999999996,7451.448,625.5517578124964
8076.000000000001,7451.825,624.1748046875009
8075.000000000005,7359.59,715.4101562500045
8073.999999999994,7286.7314,787.2685546874936
8072.999999999997,7305.9253,767.0747070312473
8071.999999999996,7342.58,729.4199218749964
8070.999999999998,7336.0,734.9999999999982
8069.999999999994,7400.904,669.0961914062436
8068.999999999996,7438.411,630.5888671874964
8067.999999999993,7521.49,546.5097656249927
8067.000000000006,7245.468,821.5322265625064
8066.000000000001,7209.0845,856.9155273437509
8064.9999999999945,7382.622,682.3779296874945
8064.000000000004,7353.752,710.2480468750036
8062.999999999997,7406.68,656.3198242187473
8061.999999999999,7354.987,707.0131835937491
8061.000000000003,7353.4434,707.5566406250027
8059.999999999998,7345.8657,714.1342773437482
8058.999999999999,7447.91,611.0898437499991
8058.0000000000055,7404.0596,653.9404296875055
8056.999999999996,7221.3823,835.6176757812464
8055.999999999995,7282.8125,773.1874999999955
8055.0000000000055,7368.405,686.5952148437555
8053.999999999998,7438.936,615.0639648437482
8053.000000000002,7303.5913,749.4086914062518
8051.999999999997,7266.2505,785.7495117187473
8051.0000000000055,7276.501,774.4990234375055
8050.000000000003,7397.9326,652.0673828125027
8049.000000000004,7250.3486,798.6513671875036
8047.999999999994,7167.761,880.2387695312436
8046.999999999996,7375.57,671.4301757812464
8046.000000000005,7395.0117,650.9882812500045
8044.9999999999945,7307.8555,737.1445312499945
8043.999999999996,7210.1846,833.8154296874964
8042.999999999995,7189.3975,853.6025390624955
8042.000000000001,7364.7583,677.2416992187509
8040.999999999993,7168.8687,872.1313476562427
8040.000000000005,7382.77,657.2299804687545
8038.999999999995,7326.8184,712.1816406249955
8037.999999999994,7427.5283,610.4716796874936
8036.999999999995,7463.562,573.4379882812455
8035.999999999995,7272.144,763.8559570312455
8034.999999999998,7285.981,749.0190429687482
8034.000000000006,7331.964,702.0361328125064
8032.999999999994,7386.1157,646.8842773437436
8031.999999999997,7234.3086,797.6914062499973
8031.0,7358.4106,672.58935546875
8029.999999999993,7447.9736,582.0263671874927
8028.9999999999945,7247.9214,781.0786132812445
8028.000000000005,7363.438,664.5620117187545
8026.999999999993,7280.972,746.0278320312427
8025.999999999998,7124.6084,901.3916015624982
8025.0,7266.098,758.90185546875
8024.000000000002,7237.9873,786.0126953125018
8023.000000000005,7175.347,847.6528320312545
8021.999999999995,7228.894,793.1059570312455
8020.999999999997,7242.469,778.5307617187473
8020.0000000000055,7208.7886,811.2114257812555
8018.999999999996,7388.4478,630.5522460937464
8018.000000000002,7229.7285,788.2714843750018
8016.999999999994,7321.67,695.3300781249936
8015.999999999997,7288.928,727.0717773437473
8014.999999999994,7124.6494,890.3505859374936
8014.000000000005,7268.33,745.6699218750045
8013.0000000000055,7279.4653,733.5346679687555
8011.999999999997,7156.783,855.2167968749973
8010.999999999994,7205.6196,805.3803710937436
8010.0000000000055,7273.2817,736.7182617187555
8008.999999999998,7390.8726,618.1274414062482
8008.000000000005,7211.6426,796.3574218750045
8007.000000000001,7315.429,691.5708007812509
8006.0,7278.2783,727.7216796875
8005.000000000002,7258.7764,746.2236328125018
8003.999999999999,7188.9863,815.0136718749991
8003.000000000001,7166.066,836.9340820312509
8001.999999999997,7150.7515,851.2485351562473
8001.000000000004,7270.847,730.1528320312536
8000.0000000000055,7259.2954,740.7045898437555
7999.0,7199.231,799.76904296875
7997.999999999996,7166.975,831.0249023437464
7997.0,7518.5923,478.40771484375
7996.0,7251.344,744.65576171875
7994.999999999998,7282.125,712.8749999999982
7993.999999999994,7141.1543,852.8457031249936
7992.999999999997,7131.4277,861.5722656249973
7992.000000000001,7235.9165,756.0834960937509
7990.999999999998,7168.636,822.3637695312482
7990.0000000000055,7603.836,386.16406250000546
7988.999999999994,7239.879,749.1210937499936
7988.000000000006,7153.1797,834.8203125000064
7986.9999999999945,7081.344,905.6557617187445
7985.999999999995,7105.9253,880.0747070312455
7984.999999999999,7174.5874,810.4125976562491
7983.9999999999945,6996.83,987.1699218749945
7982.999999999996,7261.9272,721.0727539062464
7982.000000000003,7185.7437,796.2563476562527
7980.9999999999945,7220.5557,760.4443359374945
7979.999999999994,7101.3516,878.6484374999936
7979.000000000005,7145.9443,833.0556640625045
7978.000000000002,7204.9463,773.0537109375018
7977.0,7105.437,871.56298828125
7975.999999999996,7120.193,855.8071289062464
7975.000000000001,7118.02,856.9799804687509
7973.999999999994,7023.763,950.2368164062436
7973.000000000006,7190.5156,782.4843750000064
7971.999999999999,7144.5474,827.4526367187491
7971.000000000002,7153.76,817.2402343750018
7969.999999999997,7205.6265,764.3735351562473
7968.999999999996,7153.364,815.6362304687464
7968.0000000000055,7200.11,767.8901367187555
7967.000000000002,7196.8003,770.1997070312518
7966.000000000003,7184.154,781.8461914062527
7964.9999999999945,7218.2007,746.7993164062445
7964.000000000004,7223.187,740.8129882812536
7962.999999999998,7093.7085,869.2915039062482
7962.0,7294.7495,667.25048828125
7961.0,7147.669,813.3310546875
7960.000000000003,7186.484,773.5161132812527
7958.999999999995,7186.3945,772.6054687499955
